"X","Swidtab","Cygnets","CygnetsII","CygnetsIII","Age","PrevSeaMaxDUr","PrevSeaMove","PrevSSites","SWID","Sex","Season","PrevSeason","PrevSeaWWT","MainSite","PrevSeaMS","PrevSeaBS","ThisSeaWWT","PrevSeaWWT.1","Julian","PrevSeaJulian","PBS","PopBSAll","Ind","WWTBOTH","WWTNON","WWTOUT","WWTIN","WWTNEW","Age.Z","PBS.Z","PopBSAll.Z","PrevSeaMaxDUr","PrevSSites.Z","PrevSeaJulian.Z"
"91",197,52,0,NA,0,4,86,NA,1,"D00062","M",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,100,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,86,-0.596234559041618,NA
"92",205,55,0,NA,0,4,96,NA,1,"D00065","F",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,104,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,96,-0.596234559041618,NA
"93",214,59,0,NA,0,4,104,NA,1,"D00069","F",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,108,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,104,-0.596234559041618,NA
"94",219,61,0,NA,0,4,31,NA,1,"D00071","F",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,111,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,31,-0.596234559041618,NA
"95",264,91,0,NA,0,2,94,NA,1,"D00101","M",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,120,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.302946871618575,94,-0.596234559041618,NA
"96",275,96,0,NA,0,4,36,NA,1,"D00106","M",2009,"Yes","Yes","GB-MMR11","GB-WEL",NA,"No","Yes",NA,NA,0,15.4,123,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.302946871618575,36,-0.596234559041618,NA
"97",291,105,0,NA,0,4,6,NA,1,"D00115","F",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,126,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,6,-0.596234559041618,NA
"98",298,108,0,NA,0,4,6,NA,1,"D00118","F",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,127,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,6,-0.596234559041618,NA
"99",337,136,0,NA,0,4,62,NA,1,"D00146","M",2009,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.4,128,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.302946871618575,62,-0.596234559041618,NA
"100",362,152,0,NA,0,4,88,NA,1,"D00162","M",2009,"Yes","Yes","GB-HFB","GB-WEL",NA,"No","Yes",NA,NA,0,15.4,129,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.302946871618575,88,-0.596234559041618,NA
"101",405,181,0,NA,0,2,100,7.596632774,6,"D00192","M",2009,"Yes","No","NI-TMj","NI-ANaN",NA,"No","No",NA,NA,0,15.4,131,"","WWTNON","","","WWTNON",-1.27461132905735,-0.451859155995521,-0.302946871618575,100,5.02465908535345,NA
"102",482,247,4,4,1,4,102,NA,1,"H00001","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",81,NA,4,1,135,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.836481669578908,-4.37211962739665,102,-0.596234559041618,NA
"103",483,247,2,2,1,5,168,NA,1,"H00001","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,81,6,1,136,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,1.48065208236612,-4.37211962739665,168,-0.596234559041618,0.218541009777202
"104",487,248,4,4,1,4,117,NA,1,"H00002","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",76,NA,4,1,137,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.836481669578908,-4.37211962739665,117,-0.596234559041618,NA
"105",488,248,1,1,1,5,154,NA,1,"H00002","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,76,5,1,138,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,1.15856687597251,-4.37211962739665,154,-0.596234559041618,-0.266197536074993
"106",489,248,2,2,1,6,116,NA,1,"H00002","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,7,15.69,139,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,1.80273728875973,-0.220998253620267,116,-0.596234559041618,NA
"107",490,248,4,4,1,7,129,NA,1,"H00002","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,NA,11,20.83,140,"WWTBOTH","","","","WWTBOTH",0.280577015681729,3.09107811433416,1.23147035503941,129,-0.596234559041618,NA
"108",497,250,0,NA,0,4,69,7.318653394,2,"H00004","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",70,NA,0,1,141,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,69,0.527944169837395,NA
"109",498,250,0,NA,0,5,92,NA,1,"H00004","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,70,0,1,142,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,92,-0.596234559041618,-0.847883791097627
"110",501,251,0,NA,0,4,78,NA,1,"H00005","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",66,NA,0,1,143,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,78,-0.596234559041618,NA
"111",505,252,0,NA,0,4,88,NA,1,"H00006","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,15.69,144,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.220998253620267,88,-0.596234559041618,NA
"112",506,252,2,2,1,5,96,213.4182274,2,"H00006","M",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,2,20.83,145,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.192311256791694,1.23147035503941,96,0.527944169837395,NA
"113",507,252,0,NA,0,6,84,NA,1,"H00006","M",1985,"Yes","Yes","IRL-NEW","GB-CAE",NA,"No","Yes",NA,NA,2,22.9,146,"","","WWTOUT","","WWTOUT",-0.0304606532660867,0.192311256791694,1.8164139386825,84,-0.596234559041618,NA
"114",508,252,0,NA,0,7,21,7.33385976,2,"H00006","M",1986,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",74,NA,2,11.2,147,"WWTBOTH","","","","WWTBOTH",0.280577015681729,0.192311256791694,-1.48978892538718,21,0.527944169837395,NA
"115",509,252,0,NA,0,8,71,214.3562915,3,"H00006","M",1987,"Yes","Yes","GB-CAE","IRL-NEW",NA,"Yes","No",71,74,2,17.4,148,"","","","WWTIN","WWTIN",0.591614684629545,0.192311256791694,0.262216011128378,71,1.65212289871641,-0.460092954415871
"116",510,252,1,1,1,9,31,220.7520871,3,"H00006","M",1988,"Yes","Yes","IRL-KIC","GB-CAE",NA,"No","Yes",NA,71,3,8.5,149,"","","WWTOUT","","WWTOUT",0.902652353577361,0.514396463185301,-2.25275881709557,31,1.65212289871641,-0.750936081927188
"117",514,253,0,NA,0,4,113,NA,1,"H00007","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,1,150,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,113,-0.596234559041618,NA
"118",515,253,0,NA,0,5,118,NA,1,"H00007","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,1,151,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,118,-0.596234559041618,NA
"119",516,253,1,1,1,6,106,NA,1,"H00007","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,1,15.69,152,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.129773949601914,-0.220998253620267,106,-0.596234559041618,NA
"120",519,254,0,NA,0,4,106,NA,1,"H00008","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,NA,0,1,153,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,106,-0.596234559041618,NA
"121",520,254,0,NA,0,5,121,NA,1,"H00008","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,72,0,1,154,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,121,-0.596234559041618,-0.653988372756749
"122",521,254,0,NA,0,6,121,NA,1,"H00008","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",89,86,0,15.69,155,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.220998253620267,121,-0.596234559041618,0.703279555629398
"123",522,254,0,NA,0,7,163,NA,1,"H00008","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",77,89,0,20.83,156,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,1.23147035503941,163,-0.596234559041618,0.994122683140715
"124",523,254,4,4,1,8,135,NA,1,"H00008","F",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",89,77,4,22.9,157,"WWTBOTH","","","","WWTBOTH",0.591614684629545,0.836481669578908,1.8164139386825,135,-0.596234559041618,-0.169249826904554
"125",524,254,1,1,1,9,150,NA,1,"H00008","F",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",68,89,5,11.2,158,"WWTBOTH","","","","WWTBOTH",0.902652353577361,1.15856687597251,-1.48978892538718,150,-0.596234559041618,0.994122683140715
"126",525,254,2,2,1,10,137,NA,1,"H00008","F",1987,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,68,7,17.4,159,"WWTBOTH","","","","WWTBOTH",1.21369002252518,1.80273728875973,0.262216011128378,137,-0.596234559041618,-1.04177920943851
"127",526,254,2,2,1,11,132,NA,1,"H00008","F",1988,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,72,9,8.5,160,"WWTBOTH","","","","WWTBOTH",1.52472769147299,2.44690770154694,-2.25275881709557,132,-0.596234559041618,-0.653988372756749
"128",532,256,3,3,1,4,139,NA,1,"H00010","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,65,3,1,161,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.514396463185301,-4.37211962739665,139,-0.596234559041618,-1.33262233694982
"129",533,256,0,NA,0,5,142,NA,1,"H00010","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",90,92,3,1,162,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.514396463185301,-4.37211962739665,142,-0.596234559041618,1.28496581065203
"130",534,256,1,1,1,6,126,NA,1,"H00010","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,90,4,15.69,163,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,0.836481669578908,-0.220998253620267,126,-0.596234559041618,1.09107039231115
"131",535,256,3,3,1,7,117,NA,1,"H00010","M",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,94,7,20.83,164,"WWTBOTH","","","","WWTBOTH",0.280577015681729,1.80273728875973,1.23147035503941,117,-0.596234559041618,1.47886122899291
"132",536,256,0,NA,0,8,92,NA,1,"H00010","M",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",70,94,7,22.9,165,"WWTBOTH","","","","WWTBOTH",0.591614684629545,1.80273728875973,1.8164139386825,92,-0.596234559041618,1.47886122899291
"133",537,256,2,2,1,9,29,NA,1,"H00010","M",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",80,70,9,11.2,166,"WWTBOTH","","","","WWTBOTH",0.902652353577361,2.44690770154694,-1.48978892538718,29,-0.596234559041618,-0.847883791097627
"134",538,256,4,4,1,10,124,NA,1,"H00010","M",1987,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",89,80,13,17.4,167,"WWTBOTH","","","","WWTBOTH",1.21369002252518,3.73524852712137,0.262216011128378,124,-0.596234559041618,0.121593300606763
"135",539,256,2,2,1,11,149,NA,1,"H00010","M",1988,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",85,89,15,8.5,168,"WWTBOTH","","","","WWTBOTH",1.52472769147299,4.37941893990858,-2.25275881709557,149,-0.596234559041618,0.994122683140715
"136",540,256,2,2,1,12,149,NA,1,"H00010","M",1989,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",85,85,17,9.8,169,"WWTBOTH","","","","WWTBOTH",1.83576536042081,5.0235893526958,-1.88540294331005,149,-0.596234559041618,0.606331846458959
"137",543,257,0,NA,0,5,150,NA,1,"H00011","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,72,0,1,170,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,150,-0.596234559041618,-0.653988372756749
"138",544,257,0,NA,0,6,155,NA,1,"H00011","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",83,86,0,15.69,171,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.220998253620267,155,-0.596234559041618,0.703279555629398
"139",545,257,0,NA,0,7,135,NA,1,"H00011","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",96,83,0,20.83,172,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,1.23147035503941,135,-0.596234559041618,0.412436428118081
"140",547,257,0,NA,0,9,152,NA,1,"H00011","F",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",82,91,0,11.2,173,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,-1.48978892538718,152,-0.596234559041618,1.18801810148159
"141",552,259,0,NA,0,3,155,NA,1,"H00013","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,77,0,1,174,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-4.37211962739665,155,-0.596234559041618,-0.169249826904554
"142",553,259,0,NA,0,4,98,NA,1,"H00013","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,NA,0,15.69,175,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.220998253620267,98,-0.596234559041618,NA
"143",556,260,1,1,1,4,140,NA,1,"H00014","F",1981,"Yes","Yes","GB-CAE","IRL-KIC",NA,"Yes","No",81,65,4,1,177,"","","","WWTIN","WWTIN",-0.652535991161719,0.836481669578908,-4.37211962739665,140,-0.596234559041618,-1.33262233694982
"144",557,260,4,4,1,5,166,NA,1,"H00014","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",73,81,8,1,178,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,2.12482249515334,-4.37211962739665,166,-0.596234559041618,0.218541009777202
"145",558,260,0,NA,0,6,123,NA,1,"H00014","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",74,73,8,15.69,179,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,2.12482249515334,-0.220998253620267,123,-0.596234559041618,-0.55704066358631
"146",559,260,1,1,1,7,148,NA,1,"H00014","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",77,74,9,20.83,180,"WWTBOTH","","","","WWTBOTH",0.280577015681729,2.44690770154694,1.23147035503941,148,-0.596234559041618,-0.460092954415871
"147",560,260,3,3,1,8,142,NA,1,"H00014","F",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",75,77,12,22.9,181,"WWTBOTH","","","","WWTBOTH",0.591614684629545,3.41316332072776,1.8164139386825,142,-0.596234559041618,-0.169249826904554
"148",561,260,2,2,1,9,149,NA,1,"H00014","F",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,75,14,11.2,182,"WWTBOTH","","","","WWTBOTH",0.902652353577361,4.05733373351498,-1.48978892538718,149,-0.596234559041618,-0.363145245245432
"149",572,265,0,NA,0,4,135,NA,1,"H00019","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",81,NA,0,1,183,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,135,-0.596234559041618,NA
"150",573,265,0,NA,0,5,163,NA,1,"H00019","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,81,0,1,184,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,163,-0.596234559041618,0.218541009777202
"151",577,267,1,1,1,4,102,NA,1,"H00021","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,1,1,185,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-4.37211962739665,102,-0.596234559041618,NA
"152",581,269,0,NA,0,4,110,NA,1,"H00023","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,1,186,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,110,-0.596234559041618,NA
"153",584,270,1,1,1,4,102,NA,1,"H00024","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,1,1,187,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-4.37211962739665,102,-0.596234559041618,NA
"154",587,271,0,NA,0,4,109,NA,1,"H00025","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,1,188,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,109,-0.596234559041618,NA
"155",588,271,0,NA,0,5,67,NA,1,"H00025","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,15.69,189,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-0.220998253620267,67,-0.596234559041618,NA
"156",589,271,0,NA,0,6,121,NA,1,"H00025","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,20.83,190,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,1.23147035503941,121,-0.596234559041618,NA
"157",590,271,0,NA,0,7,114,NA,1,"H00025","F",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,22.9,191,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,1.8164139386825,114,-0.596234559041618,NA
"158",591,271,0,NA,0,8,101,NA,1,"H00025","F",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",80,NA,0,11.2,192,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,-1.48978892538718,101,-0.596234559041618,NA
"159",592,271,0,NA,0,9,150,NA,1,"H00025","F",1987,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,80,0,17.4,193,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,0.262216011128378,150,-0.596234559041618,0.121593300606763
"160",593,271,0,NA,0,10,16,NA,1,"H00025","F",1988,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,8.5,194,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.451859155995521,-2.25275881709557,16,-0.596234559041618,NA
"161",594,271,0,NA,0,11,7,NA,1,"H00025","F",1989,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",68,NA,0,9.8,195,"WWTBOTH","","","","WWTBOTH",1.52472769147299,-0.451859155995521,-1.88540294331005,7,-0.596234559041618,NA
"162",595,271,0,NA,0,12,40,2.2014658,2,"H00025","F",1990,"Yes","Yes","GB-MLT","GB-CAE",NA,"No","Yes",63,68,0,16.99,196,"","","WWTOUT","","WWTOUT",1.83576536042081,-0.451859155995521,0.146357620165253,40,0.527944169837395,-1.04177920943851
"163",596,271,0,NA,0,13,38,6.374924086,3,"H00025","F",1991,"Yes","No","GB-CRF","GB-CAE",NA,"No","Yes",NA,63,0,20.2,197,"","","WWTOUT","","WWTOUT",2.14680302936863,-0.451859155995521,1.05344404697411,38,1.65212289871641,-1.5265177552907
"164",600,272,0,NA,0,4,126,NA,1,"H00026","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",70,NA,0,1,198,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,126,-0.596234559041618,NA
"165",601,272,0,NA,0,5,141,NA,1,"H00026","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",73,70,0,1,199,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,141,-0.596234559041618,-0.847883791097627
"166",602,272,0,NA,0,6,133,NA,1,"H00026","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,73,0,15.69,200,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.220998253620267,133,-0.596234559041618,-0.55704066358631
"167",603,272,2,2,1,7,37,7.318653394,2,"H00026","M",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",84,NA,2,20.83,201,"WWTBOTH","","","","WWTBOTH",0.280577015681729,0.192311256791694,1.23147035503941,37,0.527944169837395,NA
"168",606,273,2,2,1,4,133,NA,1,"H00027","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",77,NA,2,1,202,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.192311256791694,-4.37211962739665,133,-0.596234559041618,NA
"169",607,273,4,4,1,5,159,NA,1,"H00027","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,77,6,1,203,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,1.48065208236612,-4.37211962739665,159,-0.596234559041618,-0.169249826904554
"170",608,273,1,1,1,6,135,NA,1,"H00027","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,NA,7,15.69,204,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,1.80273728875973,-0.220998253620267,135,-0.596234559041618,NA
"171",609,273,4,4,1,7,114,NA,1,"H00027","F",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",69,72,11,20.83,205,"WWTBOTH","","","","WWTBOTH",0.280577015681729,3.09107811433416,1.23147035503941,114,-0.596234559041618,-0.653988372756749
"172",610,273,0,NA,0,8,150,NA,1,"H00027","F",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,69,11,22.9,206,"WWTBOTH","","","","WWTBOTH",0.591614684629545,3.09107811433416,1.8164139386825,150,-0.596234559041618,-0.944831500268067
"173",611,273,0,NA,0,9,115,NA,1,"H00027","F",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",62,NA,11,11.2,207,"WWTBOTH","","","","WWTBOTH",0.902652353577361,3.09107811433416,-1.48978892538718,115,-0.596234559041618,NA
"174",617,275,0,NA,0,4,115,NA,1,"H00029","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,1,208,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,115,-0.596234559041618,NA
"175",618,275,0,NA,0,5,107,NA,1,"H00029","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",73,NA,0,1,209,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,107,-0.596234559041618,NA
"176",619,275,0,NA,0,6,143,NA,1,"H00029","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",88,73,0,15.69,210,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.220998253620267,143,-0.596234559041618,-0.55704066358631
"177",620,275,0,NA,0,7,164,NA,1,"H00029","M",1984,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",73,88,0,20.83,211,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,1.23147035503941,164,-0.596234559041618,0.897174973970276
"178",621,275,4,4,1,8,160,2.888154407,2,"H00029","M",1985,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",76,73,4,22.9,212,"WWTBOTH","","","","WWTBOTH",0.591614684629545,0.836481669578908,1.8164139386825,160,0.527944169837395,-0.55704066358631
"179",622,275,1,1,1,9,138,NA,1,"H00029","M",1986,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",82,76,5,11.2,213,"WWTBOTH","","","","WWTBOTH",0.902652353577361,1.15856687597251,-1.48978892538718,138,-0.596234559041618,-0.266197536074993
"180",625,276,3,3,1,4,139,NA,1,"H00030","F",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,65,3,1,214,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.514396463185301,-4.37211962739665,139,-0.596234559041618,-1.33262233694982
"181",626,276,0,NA,0,5,142,NA,1,"H00030","F",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",90,92,3,1,215,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.514396463185301,-4.37211962739665,142,-0.596234559041618,1.28496581065203
"182",627,276,1,1,1,6,126,NA,1,"H00030","F",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,90,4,15.69,216,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,0.836481669578908,-0.220998253620267,126,-0.596234559041618,1.09107039231115
"183",628,276,0,NA,0,7,117,NA,1,"H00030","F",1984,"Yes","Yes","GB-FAH","GB-CAE",NA,"No","Yes",NA,94,4,20.83,217,"","","WWTOUT","","WWTOUT",0.280577015681729,0.836481669578908,1.23147035503941,117,-0.596234559041618,1.47886122899291
"184",635,278,0,NA,0,4,108,NA,1,"H00032","M",1981,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,60,0,1,218,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-4.37211962739665,108,-0.596234559041618,-1.81736088280202
"185",636,278,0,NA,0,5,150,NA,1,"H00032","M",1982,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",73,72,0,1,219,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-4.37211962739665,150,-0.596234559041618,-0.653988372756749
"186",637,278,0,NA,0,6,142,NA,1,"H00032","M",1983,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",81,73,0,15.69,220,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.220998253620267,142,-0.596234559041618,-0.55704066358631
